metric,value
average_alignment_r2,0.9030235147476197
standard_error_alignment_r2,0.017649770910947514
average_alignment_normalized_mse,0.09697649002075195
standard_error_alignment_normalized_mse,0.017649772186590147
average_alignment_mse,0.10372281290590762
standard_error_alignment_mse,0.0211414016623962
average_alignment_shuffled_r2,-0.03268188789486885
standard_error_alignment_shuffled_r2,0.0071206715440374265
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
