metric,value
average_return,138.94375
standard_error_return,7.398363416999736
average_diagonal,149.84375
standard_error_diagonal,17.217232805208564
average_off_diagonal,136.21875
standard_error_off_diagonal,8.298738670904184
num_ego_agents,5
num_partner_agents,5
num_pairs,25
num_diagonal_pairs,5
num_off_diagonal_pairs,20
