metric,value
average_alignment_r2,0.907106351852417
standard_error_alignment_r2,0.009116633610846988
average_alignment_normalized_mse,0.09289365023374557
standard_error_alignment_normalized_mse,0.009116633620455294
average_alignment_mse,0.0936842206120491
standard_error_alignment_mse,0.009574760653136982
average_alignment_shuffled_r2,-0.0264347642660141
standard_error_alignment_shuffled_r2,0.0032060082326918664
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
