metric,value
average_alignment_r2,0.8394447898864746
standard_error_alignment_r2,0.010206558630982784
average_alignment_normalized_mse,0.16055520474910737
standard_error_alignment_normalized_mse,0.010206559543092044
average_alignment_mse,0.16091563194990158
standard_error_alignment_mse,0.01055066287307428
average_alignment_shuffled_r2,-0.020575727447867394
standard_error_alignment_shuffled_r2,0.001338964413082028
average_alignment_neural_predictivity,0.916561758518219
standard_error_alignment_neural_predictivity,0.0048205963475601
average_alignment_blind_neural_predictivity,0.8979819416999817
standard_error_alignment_blind_neural_predictivity,0.006374228206337711
average_alignment_ps_np_gain,0.018579816054552792
standard_error_alignment_ps_np_gain,0.0020505294130087645
average_alignment_shuffled_neural_predictivity,0.0032320841122418643
standard_error_alignment_shuffled_neural_predictivity,0.0002413690620313175
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
