metric,value
average_alignment_r2,0.8862157714366913
standard_error_alignment_r2,0.04737354975065418
average_alignment_normalized_mse,0.11378423355519772
standard_error_alignment_normalized_mse,0.04737354829381814
average_alignment_mse,0.1156519077718258
standard_error_alignment_mse,0.048021439345483335
average_alignment_shuffled_r2,-0.05113145925104618
standard_error_alignment_shuffled_r2,0.01875601476383839
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
