metric,value
average_alignment_r2,0.9159558320045471
standard_error_alignment_r2,0.0043565920181728186
average_alignment_normalized_mse,0.08404417023062706
standard_error_alignment_normalized_mse,0.004356591693744915
average_alignment_mse,0.08476437076926231
standard_error_alignment_mse,0.004565997776485987
average_alignment_shuffled_r2,-0.021393378898501396
standard_error_alignment_shuffled_r2,0.001759681269843947
average_alignment_neural_predictivity,0.9569820666313171
standard_error_alignment_neural_predictivity,0.0021274114981274894
average_alignment_blind_neural_predictivity,0.9473296046257019
standard_error_alignment_blind_neural_predictivity,0.0036110096840779047
average_alignment_ps_np_gain,0.009652464725077152
standard_error_alignment_ps_np_gain,0.0019054586919453724
average_alignment_shuffled_neural_predictivity,0.003244947902858257
standard_error_alignment_shuffled_neural_predictivity,0.00029202523165410997
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
