metric,value
average_alignment_r2,0.7940761005878448
standard_error_alignment_r2,0.009104571827919194
average_alignment_normalized_mse,0.20592390045523642
standard_error_alignment_normalized_mse,0.00910457176626833
average_alignment_mse,0.2075819807499647
standard_error_alignment_mse,0.009423499423469664
average_alignment_shuffled_r2,-0.018737905621528626
standard_error_alignment_shuffled_r2,0.0005528120136182394
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
