metric,value
average_return,37.329166666666666
standard_error_return,2.1889758802844232
average_diagonal,25.46875
standard_error_diagonal,6.4307838144933775
average_off_diagonal,nan
standard_error_off_diagonal,nan
num_ego_agents,5
num_partner_agents,15
num_pairs,75
num_diagonal_pairs,5
num_off_diagonal_pairs,0
