metric,value
average_alignment_r2,0.871987624168396
standard_error_alignment_r2,0.015367181239897257
average_alignment_normalized_mse,0.12801238000392914
standard_error_alignment_normalized_mse,0.015367180736208144
average_alignment_mse,0.1287253963947296
standard_error_alignment_mse,0.015645645731608638
average_alignment_shuffled_r2,-0.024123939871788024
standard_error_alignment_shuffled_r2,0.0024763824690820554
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
