metric,value
average_alignment_r2,0.9109184336662293
standard_error_alignment_r2,0.012354599519674181
average_alignment_normalized_mse,0.08908156529068947
standard_error_alignment_normalized_mse,0.012354600300915824
average_alignment_mse,0.08895646676421165
standard_error_alignment_mse,0.012365215943599576
average_alignment_shuffled_r2,-0.021988194920122623
standard_error_alignment_shuffled_r2,0.001953111232802156
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
