metric,value
average_alignment_r2,0.7628703999519348
standard_error_alignment_r2,0.007076209442080025
average_alignment_normalized_mse,0.2371296000480652
standard_error_alignment_normalized_mse,0.007076210733500876
average_alignment_mse,0.23709689438343048
standard_error_alignment_mse,0.007612795631458354
average_alignment_shuffled_r2,-0.018824726901948453
standard_error_alignment_shuffled_r2,0.0007660289983212003
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
