metric,value
average_return,210.0359375
standard_error_return,2.8254296085678563
average_diagonal,207.25
standard_error_diagonal,13.021504149386889
average_off_diagonal,nan
standard_error_off_diagonal,nan
num_ego_agents,5
num_partner_agents,20
num_pairs,100
num_diagonal_pairs,5
num_off_diagonal_pairs,0
