metric,value
average_alignment_r2,0.9099546474218368
standard_error_alignment_r2,0.0063613292397323
average_alignment_normalized_mse,0.09004535241052508
standard_error_alignment_normalized_mse,0.006361329360730798
average_alignment_mse,0.090669318549335
standard_error_alignment_mse,0.006541313720224436
average_alignment_shuffled_r2,-0.025490245539695023
standard_error_alignment_shuffled_r2,0.0020634531287954073
average_alignment_neural_predictivity,0.9543137955665588
standard_error_alignment_neural_predictivity,0.0029459779150915614
average_alignment_blind_neural_predictivity,0.9480550265312195
standard_error_alignment_blind_neural_predictivity,0.002921209718805929
average_alignment_ps_np_gain,0.00625877108774148
standard_error_alignment_ps_np_gain,0.0007828724657319121
average_alignment_shuffled_neural_predictivity,0.0030698042362928392
standard_error_alignment_shuffled_neural_predictivity,0.00013412815851282113
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
