metric,value
average_alignment_r2,0.8569416689872742
standard_error_alignment_r2,0.005522720641986015
average_alignment_normalized_mse,0.14305832654237746
standard_error_alignment_normalized_mse,0.005522720300039372
average_alignment_mse,0.14297685712575914
standard_error_alignment_mse,0.005633705588898431
average_alignment_shuffled_r2,-0.01765126619488001
standard_error_alignment_shuffled_r2,0.0008786817833301549
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
