metric,value
average_alignment_r2,0.846638514995575
standard_error_alignment_r2,0.006009347745061657
average_alignment_normalized_mse,0.1533614844083786
standard_error_alignment_normalized_mse,0.006009347563755639
average_alignment_mse,0.155751828327775
standard_error_alignment_mse,0.0064155166289716365
average_alignment_shuffled_r2,-0.021497770668938754
standard_error_alignment_shuffled_r2,0.0010633092381006647
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
