metric,value
average_alignment_r2,0.9428989577293396
standard_error_alignment_r2,0.0032319772532493213
average_alignment_normalized_mse,0.057101044058799746
standard_error_alignment_normalized_mse,0.0032319787824967813
average_alignment_mse,0.05776974350214004
standard_error_alignment_mse,0.003450347105279117
average_alignment_shuffled_r2,-0.0164829109236598
standard_error_alignment_shuffled_r2,0.00029514220677958393
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
