metric,value
average_return,208.96458333333334
standard_error_return,3.151104054367127
average_diagonal,203.8125
standard_error_diagonal,11.799575435953193
average_off_diagonal,nan
standard_error_off_diagonal,nan
num_ego_agents,5
num_partner_agents,15
num_pairs,75
num_diagonal_pairs,5
num_off_diagonal_pairs,0
