metric,value
average_alignment_r2,0.8268415737152099
standard_error_alignment_r2,0.007108290463460437
average_alignment_normalized_mse,0.17315842539072038
standard_error_alignment_normalized_mse,0.0071082887712592135
average_alignment_mse,0.17325379699468613
standard_error_alignment_mse,0.007300506987605202
average_alignment_shuffled_r2,-0.01669460825622082
standard_error_alignment_shuffled_r2,0.00042741202112467233
average_alignment_neural_predictivity,0.9071438765525818
standard_error_alignment_neural_predictivity,0.00399910986540878
average_alignment_blind_neural_predictivity,0.8827212405204773
standard_error_alignment_blind_neural_predictivity,0.005366881894237415
average_alignment_ps_np_gain,0.024422632567584514
standard_error_alignment_ps_np_gain,0.0015818458948868575
average_alignment_shuffled_neural_predictivity,0.003144951672293246
standard_error_alignment_shuffled_neural_predictivity,0.00016813216319073955
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
