metric,value
average_alignment_r2,0.8413546252250671
standard_error_alignment_r2,0.014068753987088695
average_alignment_normalized_mse,0.1586453801393509
standard_error_alignment_normalized_mse,0.01406875234953478
average_alignment_mse,0.15887236416339875
standard_error_alignment_mse,0.014796102566420357
average_alignment_shuffled_r2,-0.01996496506035328
standard_error_alignment_shuffled_r2,0.002233889508067758
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
