metric,value
average_alignment_r2,0.8534170442819595
standard_error_alignment_r2,0.006816676936897127
average_alignment_normalized_mse,0.1465829534828663
standard_error_alignment_normalized_mse,0.00681667706114161
average_alignment_mse,0.14854246363043785
standard_error_alignment_mse,0.007165354845326387
average_alignment_shuffled_r2,-0.020341192716732622
standard_error_alignment_shuffled_r2,0.0008763869417552998
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
