metric,value
average_alignment_r2,0.7912185840308666
standard_error_alignment_r2,0.008211467282445071
average_alignment_normalized_mse,0.20878141559660435
standard_error_alignment_normalized_mse,0.008211467234565959
average_alignment_mse,0.21108200557529927
standard_error_alignment_mse,0.008416140121689529
average_alignment_shuffled_r2,-0.0198834871314466
standard_error_alignment_shuffled_r2,0.0007503217006638756
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
