metric,value
average_alignment_r2,0.9128309595584869
standard_error_alignment_r2,0.01873666596735566
average_alignment_normalized_mse,0.08716903865337372
standard_error_alignment_normalized_mse,0.01873666454664832
average_alignment_mse,0.08877669326961041
standard_error_alignment_mse,0.019748946917703937
average_alignment_shuffled_r2,-0.03147326875478029
standard_error_alignment_shuffled_r2,0.011844008195041517
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
