metric,value
average_alignment_r2,0.9023167562484741
standard_error_alignment_r2,0.007810603538478861
average_alignment_normalized_mse,0.09768324630334974
standard_error_alignment_normalized_mse,0.007810603339124385
average_alignment_mse,0.09869263481348753
standard_error_alignment_mse,0.008420704075596846
average_alignment_shuffled_r2,-0.026082508293911816
standard_error_alignment_shuffled_r2,0.0016882117643526179
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
