metric,value
average_alignment_r2,0.9199402713775635
standard_error_alignment_r2,0.005027138092175855
average_alignment_normalized_mse,0.08005972757935524
standard_error_alignment_normalized_mse,0.005027139530925145
average_alignment_mse,0.07997527927160263
standard_error_alignment_mse,0.0051018225408007295
average_alignment_shuffled_r2,-0.020932157039642334
standard_error_alignment_shuffled_r2,0.001462769614760732
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
