metric,value
average_alignment_r2,0.8276293182373047
standard_error_alignment_r2,0.0122454346422034
average_alignment_normalized_mse,0.17237067312002183
standard_error_alignment_normalized_mse,0.012245433729834564
average_alignment_mse,0.17454031646251678
standard_error_alignment_mse,0.01275227737441174
average_alignment_shuffled_r2,-0.02160576742142439
standard_error_alignment_shuffled_r2,0.0016741107473207493
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
