metric,value
average_alignment_r2,0.9064664685726166
standard_error_alignment_r2,0.0056355232478384285
average_alignment_normalized_mse,0.09353353476151824
standard_error_alignment_normalized_mse,0.005635523060224608
average_alignment_mse,0.0942033969797194
standard_error_alignment_mse,0.0056786997682062735
average_alignment_shuffled_r2,-0.024500359268859028
standard_error_alignment_shuffled_r2,0.0015151703624527112
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
