metric,value
average_alignment_r2,0.8697928524017334
standard_error_alignment_r2,0.01102259165908906
average_alignment_normalized_mse,0.1302071449160576
standard_error_alignment_normalized_mse,0.01102259111115828
average_alignment_mse,0.13242929115891455
standard_error_alignment_mse,0.012270334323188898
average_alignment_shuffled_r2,-0.01858304224908352
standard_error_alignment_shuffled_r2,0.0014920005183180895
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
