metric,value
average_alignment_r2,0.8820023775100708
standard_error_alignment_r2,0.01780768613711955
average_alignment_normalized_mse,0.11799761265516281
standard_error_alignment_normalized_mse,0.017807685316397447
average_alignment_mse,0.12049997329711915
standard_error_alignment_mse,0.01925229660960798
average_alignment_shuffled_r2,-0.02924865163862705
standard_error_alignment_shuffled_r2,0.003994886330133602
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
