metric,value
average_alignment_r2,0.8965089654922486
standard_error_alignment_r2,0.014482320256120354
average_alignment_normalized_mse,0.10349104091525078
standard_error_alignment_normalized_mse,0.014482320872582107
average_alignment_mse,0.1046745526790619
standard_error_alignment_mse,0.015344649823557013
average_alignment_shuffled_r2,-0.02906989485025406
standard_error_alignment_shuffled_r2,0.0044262242472610635
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
