metric,value
average_r2,0.748559513092041
standard_error_r2,0.005425606673314315
average_normalized_mse,0.25144049286842346
standard_error_normalized_mse,0.005425608003755052
average_mse,0.2521820765733719
standard_error_mse,0.0054419534644314016
average_shuffled_r2,-1.4036117036084761e-05
standard_error_shuffled_r2,1.9722160868287487e-05
num_agents,5
num_pairs,25
hidden_dim,512
train_episodes,70
test_episodes,30
ridge_lambda,0.001
train_fraction,0.7
