metric,value
average_alignment_r2,0.8366175565123558
standard_error_alignment_r2,0.008947685513604657
average_alignment_normalized_mse,0.16338244719430806
standard_error_alignment_normalized_mse,0.008947685741818886
average_alignment_mse,0.16628059327602387
standard_error_alignment_mse,0.009426250001786388
average_alignment_shuffled_r2,-0.024785339338704943
standard_error_alignment_shuffled_r2,0.0020735347188219197
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
