metric,value
average_alignment_r2,0.9218385481834411
standard_error_alignment_r2,0.012957372855106009
average_alignment_normalized_mse,0.07816145494580269
standard_error_alignment_normalized_mse,0.012957371838560022
average_alignment_mse,0.07923742190003395
standard_error_alignment_mse,0.014197908594315408
average_alignment_shuffled_r2,-0.021379819363355635
standard_error_alignment_shuffled_r2,0.00225258878156496
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
