metric,value
average_alignment_r2,0.8959730629622936
standard_error_alignment_r2,0.03918328593928151
average_alignment_normalized_mse,0.10402693346142769
standard_error_alignment_normalized_mse,0.03918328410809112
average_alignment_mse,0.11220346853137016
standard_error_alignment_mse,0.04715212741523354
average_alignment_shuffled_r2,-0.07288486592471599
standard_error_alignment_shuffled_r2,0.05401713194239967
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
