metric,value
average_alignment_r2,0.9310585308074951
standard_error_alignment_r2,0.004971521867427831
average_alignment_normalized_mse,0.068941470682621
standard_error_alignment_normalized_mse,0.0049715211546292664
average_alignment_mse,0.06959229439496994
standard_error_alignment_mse,0.005058041854556952
average_alignment_shuffled_r2,-0.01831345360726118
standard_error_alignment_shuffled_r2,0.0004835744178787239
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
