metric,value
average_alignment_r2,0.903955397605896
standard_error_alignment_r2,0.009311305771947883
average_alignment_normalized_mse,0.09604460716247559
standard_error_alignment_normalized_mse,0.009311306980518878
average_alignment_mse,0.09657384127378464
standard_error_alignment_mse,0.009617204490946846
average_alignment_shuffled_r2,-0.02434537936002016
standard_error_alignment_shuffled_r2,0.0026369324284615456
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
