metric,value
average_alignment_r2,0.7910049831867219
standard_error_alignment_r2,0.004765425539259264
average_alignment_normalized_mse,0.20899501942098142
standard_error_alignment_normalized_mse,0.004765425892429623
average_alignment_mse,0.21022957667708397
standard_error_alignment_mse,0.004995553815622068
average_alignment_shuffled_r2,-0.019217683458700775
standard_error_alignment_shuffled_r2,0.0004176627000144829
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
