metric,value
average_alignment_r2,0.9236339676380158
standard_error_alignment_r2,0.022935162262218325
average_alignment_normalized_mse,0.07636602848768234
standard_error_alignment_normalized_mse,0.022935161175873717
average_alignment_mse,0.07687164939939976
standard_error_alignment_mse,0.024037107289200957
average_alignment_shuffled_r2,-0.024063991643488408
standard_error_alignment_shuffled_r2,0.005138332062318911
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
