metric,value
average_alignment_r2,0.7797952938079834
standard_error_alignment_r2,0.009300349109584499
average_alignment_normalized_mse,0.22020470321178437
standard_error_alignment_normalized_mse,0.009300350116712172
average_alignment_mse,0.2237896054983139
standard_error_alignment_mse,0.009982516478803828
average_alignment_shuffled_r2,-0.01898350067436695
standard_error_alignment_shuffled_r2,0.0008823924441909859
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
