metric,value
average_alignment_r2,0.9326672697067261
standard_error_alignment_r2,0.005122442912503546
average_alignment_normalized_mse,0.06733273118734359
standard_error_alignment_normalized_mse,0.005122442504398668
average_alignment_mse,0.06772766381502152
standard_error_alignment_mse,0.005067952180223165
average_alignment_shuffled_r2,-0.01675642229616642
standard_error_alignment_shuffled_r2,0.00044096857038252905
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
