metric,value
average_alignment_r2,0.9148404502868652
standard_error_alignment_r2,0.00743391609894079
average_alignment_normalized_mse,0.08515955045819283
standard_error_alignment_normalized_mse,0.0074339169762466075
average_alignment_mse,0.08610105872154236
standard_error_alignment_mse,0.007837607134764685
average_alignment_shuffled_r2,-0.02370659600943327
standard_error_alignment_shuffled_r2,0.003018807666313845
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
