metric,value
average_sp,191.71156005859376
standard_error_sp,22.44973323698371
average_xp_excluding_self,158.085933303833
standard_error_xp_excluding_self,13.910236438899501
num_agents,5
num_sp_pairs,5
num_xp_pairs_excluding_self,20
