metric,value
average_return,212.24583333333334
standard_error_return,3.206187455120547
average_diagonal,210.59375
standard_error_diagonal,9.082332824294099
average_off_diagonal,nan
standard_error_off_diagonal,nan
num_ego_agents,5
num_partner_agents,15
num_pairs,75
num_diagonal_pairs,5
num_off_diagonal_pairs,0
