metric,value
average_alignment_r2,0.9128312063217163
standard_error_alignment_r2,0.006973534754588842
average_alignment_normalized_mse,0.08716879054903984
standard_error_alignment_normalized_mse,0.006973535398192425
average_alignment_mse,0.08848817318677903
standard_error_alignment_mse,0.008123764635098956
average_alignment_shuffled_r2,-0.02349193152040243
standard_error_alignment_shuffled_r2,0.0028684644523430396
average_alignment_neural_predictivity,0.9562157249450683
standard_error_alignment_neural_predictivity,0.003189003628886109
average_alignment_blind_neural_predictivity,0.9460536885261536
standard_error_alignment_blind_neural_predictivity,0.003816802806774647
average_alignment_ps_np_gain,0.010162033457309008
standard_error_alignment_ps_np_gain,0.0010193032111403212
average_alignment_shuffled_neural_predictivity,0.0031110636238008737
standard_error_alignment_shuffled_neural_predictivity,0.0002499089160957479
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
