metric,value
average_alignment_r2,0.8425693601369858
standard_error_alignment_r2,0.008892129313409177
average_alignment_normalized_mse,0.1574306385964155
standard_error_alignment_normalized_mse,0.008892129513238756
average_alignment_mse,0.16006727531552314
standard_error_alignment_mse,0.009374389356612875
average_alignment_shuffled_r2,-0.02432308383285999
standard_error_alignment_shuffled_r2,0.0017129332683717084
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
