metric,value
average_alignment_r2,0.7921884807944298
standard_error_alignment_r2,0.006681223196069913
average_alignment_normalized_mse,0.20781152345240117
standard_error_alignment_normalized_mse,0.006681223515254719
average_alignment_mse,0.21046375021338462
standard_error_alignment_mse,0.007252567948490956
average_alignment_shuffled_r2,-0.01922965501435101
standard_error_alignment_shuffled_r2,0.0005213945172797156
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
