metric,value
average_alignment_r2,0.7814160895347595
standard_error_alignment_r2,0.011837341151348805
average_alignment_normalized_mse,0.2185839119553566
standard_error_alignment_normalized_mse,0.011837340312475877
average_alignment_mse,0.2199294912815094
standard_error_alignment_mse,0.012402438578718806
average_alignment_shuffled_r2,-0.01783518258482218
standard_error_alignment_shuffled_r2,0.0005726470726009897
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
