metric,value
average_alignment_r2,0.7935029715299606
standard_error_alignment_r2,0.005547658284854097
average_alignment_normalized_mse,0.2064970249682665
standard_error_alignment_normalized_mse,0.005547658324458315
average_alignment_mse,0.20853713758289813
standard_error_alignment_mse,0.005826672168886688
average_alignment_shuffled_r2,-0.018747386541217565
standard_error_alignment_shuffled_r2,0.0005323776705389808
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
