metric,value
average_return,163.31875
standard_error_return,2.994598882357404
average_diagonal,144.625
standard_error_diagonal,19.756612322681992
average_off_diagonal,nan
standard_error_off_diagonal,nan
num_ego_agents,5
num_partner_agents,15
num_pairs,75
num_diagonal_pairs,5
num_off_diagonal_pairs,0
