metric,value
average_alignment_r2,0.8719270324707031
standard_error_alignment_r2,0.008537949285430139
average_alignment_normalized_mse,0.12807296305894852
standard_error_alignment_normalized_mse,0.008537948020218877
average_alignment_mse,0.12838393837213516
standard_error_alignment_mse,0.008385193679159055
average_alignment_shuffled_r2,-0.020201378166675568
standard_error_alignment_shuffled_r2,0.0014292998587915906
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
