metric,value
average_alignment_r2,0.7681460332870483
standard_error_alignment_r2,0.007532404935835166
average_alignment_normalized_mse,0.2318539696931839
standard_error_alignment_normalized_mse,0.0075324035488845515
average_alignment_mse,0.23290496706962585
standard_error_alignment_mse,0.007441304970940213
average_alignment_shuffled_r2,-0.018364591449499132
standard_error_alignment_shuffled_r2,0.0007311801235747931
average_alignment_neural_predictivity,0.8739245414733887
standard_error_alignment_neural_predictivity,0.004356328110125518
average_alignment_blind_neural_predictivity,0.8443356990814209
standard_error_alignment_blind_neural_predictivity,0.005719652626196068
average_alignment_ps_np_gain,0.02958884498104453
standard_error_alignment_ps_np_gain,0.002404379693693678
average_alignment_shuffled_neural_predictivity,0.003428056158591062
standard_error_alignment_shuffled_neural_predictivity,0.0002357416594518678
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
