metric,value
average_alignment_r2,0.88828653216362
standard_error_alignment_r2,0.021453807584428747
average_alignment_normalized_mse,0.11171346880495549
standard_error_alignment_normalized_mse,0.02145380750217487
average_alignment_mse,0.11743826538324356
standard_error_alignment_mse,0.02667785394358004
average_alignment_shuffled_r2,-0.032804719703271985
standard_error_alignment_shuffled_r2,0.005043040787140728
num_ego_agents,5
num_partner_agents,20
num_alignment_pairs,100
ego_hidden_dim,512
partner_hidden_dim,256
train_episodes,89
test_episodes,39
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
