metric,value
average_alignment_r2,0.8613700699806214
standard_error_alignment_r2,0.013017523371340167
average_alignment_normalized_mse,0.13862992465496063
standard_error_alignment_normalized_mse,0.013017522840009904
average_alignment_mse,0.1395448324084282
standard_error_alignment_mse,0.013619373301992999
average_alignment_shuffled_r2,-0.021179337799549103
standard_error_alignment_shuffled_r2,0.0030645142268711763
average_alignment_neural_predictivity,0.9300462126731872
standard_error_alignment_neural_predictivity,0.00534218182287659
average_alignment_blind_neural_predictivity,0.9178488087654114
standard_error_alignment_blind_neural_predictivity,0.005603720242558754
average_alignment_ps_np_gain,0.012197412131354213
standard_error_alignment_ps_np_gain,0.0016611619356680183
average_alignment_shuffled_neural_predictivity,0.003189750639721751
standard_error_alignment_shuffled_neural_predictivity,0.0002978737414663582
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
