metric,value
average_alignment_r2,0.8498486351966857
standard_error_alignment_r2,0.01668552575160661
average_alignment_normalized_mse,0.15015136301517487
standard_error_alignment_normalized_mse,0.016685526255753445
average_alignment_mse,0.15144921511411666
standard_error_alignment_mse,0.017342076317036624
average_alignment_shuffled_r2,-0.02295731522142887
standard_error_alignment_shuffled_r2,0.002562726982536001
num_ego_agents,5
num_partner_agents,5
num_alignment_pairs,25
ego_hidden_dim,512
partner_hidden_dim,512
train_episodes,89
test_episodes,39
hidden_dim,512
num_agents,5
alignment_eval_num_episodes,128
alignment_eval_num_steps,400
ridge_lambda,0.001
train_fraction,0.7
